incident_id,vessel_mmsi,vessel_name,vessel_type,signal_type,signal_date_utc,lat,lon,sar_confidence,gap_hours,gap_start_utc,gap_end_utc,details
INC-2024-11-18,563125800,Maritime Valor,tanker,ais_dark_approach,2024-11-13T15:00:00Z,54.7454,16.1406,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,253721000,Vertom Karianne,cargo,ais_dark_approach,2024-11-14T16:00:00Z,54.4002,12.1024,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,314746000,Lagavulin,cargo,ais_dark_approach,2024-11-15T17:00:00Z,54.6373,12.4375,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,636019089,Evriali,cargo,ais_dark_approach,2024-11-16T06:00:00Z,55.7578,16.1666,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,212662000,Pernille,cargo,ais_dark_approach,2024-11-17T07:00:00Z,55.8423,15.836,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,230916000,Tali,cargo,ais_dark_approach,2024-11-18T08:00:00Z,55.8772,15.9043,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,538009406,Global Sealine,tanker,ais_dark_approach,2024-11-10T09:00:00Z,54.414,12.1233,,,,,No prior track in coverage before first incident-area ping
INC-2024-11-18,275511000,Capella,cargo,ais_blackout,2024-11-18T02:00:00Z,54.7723,13.4107,,44.6,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 44.6 h overlapping the incident window
INC-2024-11-18,305783000,Agaete,cargo,ais_blackout,2024-11-18T02:00:00Z,54.3996,12.0768,,14.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 14.0 h overlapping the incident window
INC-2024-11-18,211734040,Mia Sophie-B,cargo,ais_blackout,2024-11-18T02:00:00Z,54.1491,12.1127,,53.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 53.0 h overlapping the incident window
INC-2024-11-18,210855000,Key Ocean,tanker,ais_blackout,2024-11-18T02:00:00Z,54.464,12.2406,,13.4,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 13.4 h overlapping the incident window
INC-2024-11-18,244710969,Lady Anne-Lyn,cargo,ais_blackout,2024-11-18T02:00:00Z,56.8892,12.4788,,28.6,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 28.6 h overlapping the incident window
INC-2024-11-18,248693000,Aral,tanker,ais_blackout,2024-11-18T02:00:00Z,55.7837,15.6722,,71.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 71.3 h overlapping the incident window
INC-2024-11-18,247386800,Ml Freyja,cargo,ais_blackout,2024-11-18T02:00:00Z,54.4057,12.0587,,46.8,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 46.8 h overlapping the incident window
INC-2024-11-18,212702000,Elena L,cargo,ais_blackout,2024-11-18T02:00:00Z,54.23,12.0083,,41.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 41.0 h overlapping the incident window
INC-2024-11-18,257084120,Vikstraum,tanker,ais_blackout,2024-11-18T02:00:00Z,54.8415,12.9912,,49.9,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 49.9 h overlapping the incident window
INC-2024-11-18,244090800,Malta Cement,cargo,ais_blackout,2024-11-18T02:00:00Z,56.1903,12.405,,61.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 61.0 h overlapping the incident window
INC-2024-11-18,210253000,Alvanith,tanker,ais_blackout,2024-11-18T02:00:00Z,54.2709,14.1494,,56.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 56.3 h overlapping the incident window
INC-2024-11-18,314547000,Wilson Brest,cargo,ais_blackout,2024-11-18T02:00:00Z,54.7743,13.5193,,18.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 18.0 h overlapping the incident window
INC-2024-11-18,257550000,Saltstraum,tanker,ais_blackout,2024-11-18T02:00:00Z,55.1398,13.1324,,4.2,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 4.2 h overlapping the incident window
INC-2024-11-18,245057000,Kinne,cargo,ais_blackout,2024-11-18T02:00:00Z,57.9528,12.0976,,24.1,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 24.1 h overlapping the incident window
INC-2024-11-18,257737000,Ice,cargo,ais_blackout,2024-11-18T02:00:00Z,56.5138,12.2331,,20.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 20.7 h overlapping the incident window
INC-2024-11-18,220614000,Copenhagen,tanker,ais_blackout,2024-11-18T02:00:00Z,54.8958,12.6271,,16.8,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 16.8 h overlapping the incident window
INC-2024-11-18,230981000,Finnstar,passenger,ais_blackout,2024-11-18T02:00:00Z,54.3883,12.0685,,68.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 68.0 h overlapping the incident window
INC-2024-11-18,210731000,Msc Elke F,cargo,ais_blackout,2024-11-18T02:00:00Z,54.4007,12.0001,,63.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 63.3 h overlapping the incident window
INC-2024-11-18,209867000,Gryf,passenger,ais_blackout,2024-11-18T02:00:00Z,54.7023,13.6548,,24.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 24.0 h overlapping the incident window
INC-2024-11-18,259038000,Fri Liepaja,cargo,ais_blackout,2024-11-18T02:00:00Z,54.4078,12.0648,,47.9,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 47.9 h overlapping the incident window
INC-2024-11-18,255805887,Sommen,cargo,ais_blackout,2024-11-18T02:00:00Z,54.4126,12.158,,29.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 29.7 h overlapping the incident window
INC-2024-11-18,219004907,Foniks Miljo,cargo,ais_blackout,2024-11-18T02:00:00Z,55.679,12.6352,,66.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 66.0 h overlapping the incident window
INC-2024-11-18,211532870,Vitte,passenger,ais_blackout,2024-11-18T02:00:00Z,54.5297,13.1284,,34.1,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 34.1 h overlapping the incident window
INC-2024-11-18,219005252,H C Andersen,passenger,ais_blackout,2024-11-18T02:00:00Z,55.6957,12.6111,,20.5,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 20.5 h overlapping the incident window
INC-2024-11-18,219012277,Store Claus,passenger,ais_blackout,2024-11-18T02:00:00Z,55.6957,12.6109,,19.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 19.3 h overlapping the incident window
INC-2024-11-18,258006930,Skog,cargo,ais_blackout,2024-11-18T02:00:00Z,54.5498,13.7431,,41.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 41.3 h overlapping the incident window
INC-2024-11-18,245015000,Samira,cargo,ais_blackout,2024-11-18T02:00:00Z,54.6366,13.7152,,20.4,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 20.4 h overlapping the incident window
INC-2024-11-18,245271000,MMSI 245271000,cargo,ais_blackout,2024-11-18T02:00:00Z,55.8784,14.6161,,42.9,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 42.9 h overlapping the incident window
INC-2024-11-18,211549170,MMSI 211549170,passenger,ais_blackout,2024-11-18T02:00:00Z,54.179,12.0878,,64.8,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 64.8 h overlapping the incident window
INC-2024-11-18,209911000,Skania,passenger,ais_blackout,2024-11-18T02:00:00Z,54.537,13.762,,30.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 30.0 h overlapping the incident window
INC-2024-11-18,258059000,Hagland Pioneer,cargo,ais_blackout,2024-11-18T02:00:00Z,55.5256,16.2043,,17.4,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 17.4 h overlapping the incident window
INC-2024-11-18,244859000,Thun Equality,tanker,ais_blackout,2024-11-18T02:00:00Z,56.8182,12.2699,,71.8,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 71.8 h overlapping the incident window
INC-2024-11-18,209869000,Wolin,passenger,ais_blackout,2024-11-18T02:00:00Z,55.3552,13.1466,,37.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 37.7 h overlapping the incident window
INC-2024-11-18,218058660,Klara,cargo,ais_blackout,2024-11-18T02:00:00Z,54.5548,13.743,,8.4,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 8.4 h overlapping the incident window
INC-2024-11-18,255769000,Aasheim,cargo,ais_blackout,2024-11-18T02:00:00Z,56.4519,12.0055,,5.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 5.3 h overlapping the incident window
INC-2024-11-18,220442000,M/T Oraholm,tanker,ais_blackout,2024-11-18T02:00:00Z,54.1529,12.122,,9.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 9.7 h overlapping the incident window
INC-2024-11-18,257409000,Finnstraum,tanker,ais_blackout,2024-11-18T02:00:00Z,54.9961,14.0742,,45.9,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 45.9 h overlapping the incident window
INC-2024-11-18,230707000,Halti,tanker,ais_blackout,2024-11-18T02:00:00Z,54.3982,12.1153,,57.4,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 57.4 h overlapping the incident window
INC-2024-11-18,210307000,Rix Onyx,cargo,ais_blackout,2024-11-18T02:00:00Z,55.8616,12.8282,,31.6,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 31.6 h overlapping the incident window
INC-2024-11-18,210510000,Peter Pan,passenger,ais_blackout,2024-11-18T02:00:00Z,54.2077,14.0689,,6.4,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 6.4 h overlapping the incident window
INC-2024-11-18,265041000,Aurora Af Helsingbor,passenger,ais_blackout,2024-11-18T02:00:00Z,56.032,12.6214,,28.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 28.7 h overlapping the incident window
INC-2024-11-18,211718360,Ms Jutland,cargo,ais_blackout,2024-11-18T02:00:00Z,54.7806,13.2456,,71.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 71.7 h overlapping the incident window
INC-2024-11-18,211343680,Akka,passenger,ais_blackout,2024-11-18T02:00:00Z,54.5177,12.2485,,39.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 39.0 h overlapping the incident window
INC-2024-11-18,308803000,Danube Highway,cargo,ais_blackout,2024-11-18T02:00:00Z,56.6531,12.8526,,70.0,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 70.0 h overlapping the incident window
INC-2024-11-18,219031487,Stena Livia,passenger,ais_blackout,2024-11-18T02:00:00Z,54.874,13.0646,,62.3,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 62.3 h overlapping the incident window
INC-2024-11-18,244617000,Stroombank,cargo,ais_blackout,2024-11-18T02:00:00Z,54.4754,12.1734,,2.8,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 2.8 h overlapping the incident window
INC-2024-11-18,258714000,Nordic Sund,tanker,ais_blackout,2024-11-18T02:00:00Z,54.4668,12.1685,,52.5,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 52.5 h overlapping the incident window
INC-2024-11-18,211377940,Selene,passenger,ais_blackout,2024-11-18T02:00:00Z,54.1596,12.1168,,49.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 49.7 h overlapping the incident window
INC-2024-11-18,277399000,Botnia Seaways,cargo,ais_blackout,2024-11-18T02:00:00Z,55.4332,16.2797,,39.6,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 39.6 h overlapping the incident window
INC-2024-11-18,209864000,Polonia,passenger,ais_blackout,2024-11-18T02:00:00Z,54.9836,13.9147,,20.7,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 20.7 h overlapping the incident window
INC-2024-11-18,218802000,Aland,cargo,ais_blackout,2024-11-18T02:00:00Z,55.8372,12.6769,,46.9,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 46.9 h overlapping the incident window
INC-2024-11-18,255806470,Jasperland,cargo,ais_blackout,2024-11-18T02:00:00Z,54.4067,12.0549,,9.8,2024-11-17T22:00:00Z,2024-11-18T10:00:00Z,AIS gap 9.8 h overlapping the incident window
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4543,15.3537,0.972,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7631,15.1634,0.7,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2751,15.8126,0.922,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3589,15.5389,0.765,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.257,15.6625,0.724,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.695,15.4304,0.4,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3769,14.9195,0.957,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7651,15.7317,0.585,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.1905,15.778,0.968,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.21,15.386,0.442,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6824,15.6658,0.477,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4827,15.4498,0.559,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7607,15.3231,0.527,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5275,15.6299,0.521,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3682,15.8951,0.79,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4567,15.4176,0.473,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3073,15.2381,0.753,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3111,15.1202,0.443,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5918,15.1289,0.943,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7517,14.9709,0.543,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6183,15.1142,0.479,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8049,15.471,0.684,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6992,15.7075,0.514,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2179,15.3311,0.654,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4769,15.6291,0.804,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8389,14.9984,0.642,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3875,15.7617,0.549,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2831,15.3486,0.653,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.345,15.1498,0.954,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4602,15.7613,0.73,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.1854,15.8993,0.902,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8283,15.8264,0.909,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2664,15.3856,0.528,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4307,14.9586,0.627,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8397,15.1652,0.87,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4685,15.323,0.974,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8468,15.4558,0.831,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2584,15.1967,0.981,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5554,15.4422,0.849,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.19,15.4842,0.702,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7469,15.0574,0.976,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2061,15.0858,0.757,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6226,15.1352,0.472,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7732,15.1462,0.757,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5836,15.3192,0.75,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5159,15.8347,0.523,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6513,15.1387,0.637,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6202,15.2,0.59,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6763,14.9725,0.675,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8489,15.8961,0.444,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2992,15.1652,0.96,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7666,15.7793,0.622,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2604,15.7337,0.822,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5782,15.8872,0.792,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.1555,15.7171,0.58,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6144,15.8389,0.481,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2308,15.007,0.732,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3406,15.5048,0.831,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2925,15.5342,0.558,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.492,15.8053,0.908,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2146,15.3236,0.566,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.1525,15.6711,0.782,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3334,15.6412,0.731,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4494,14.9097,0.445,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7682,15.8039,0.727,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7342,15.4825,0.489,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2392,15.2083,0.939,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7073,15.7607,0.939,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2971,15.1495,0.462,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6961,15.7841,0.644,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5845,15.0546,0.958,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7552,15.8762,0.886,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.767,14.9248,0.842,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
