mmsi,reason,span_km,ping_count,name,type
970021120,stationary,0.0,2,MMSI 970021120,other
970021261,stationary,0.028,4,MMSI 970021261,other
970021262,stationary,0.0,2,MMSI 970021262,other
970021265,stationary,0.004,2,MMSI 970021265,other
970021269,stationary,0.03,4,MMSI 970021269,other
970021273,stationary,0.021,4,MMSI 970021273,other
970021300,stationary,0.0,2,MMSI 970021300,other
970021301,stationary,0.0,2,MMSI 970021301,other
970021408,stationary,0.005,2,MMSI 970021408,other
970021517,stationary,0.0,2,MMSI 970021517,other
970021518,stationary,0.0,2,MMSI 970021518,other
970021521,stationary,0.0,2,MMSI 970021521,other
970021542,stationary,0.013,2,MMSI 970021542,other
970021558,stationary,0.135,4,MMSI 970021558,other
970021613,stationary,0.0,2,MMSI 970021613,other
970021655,stationary,0.0,2,MMSI 970021655,other
970021663,stationary,0.0,2,MMSI 970021663,other
970021679,stationary,0.0,2,MMSI 970021679,other
970021700,stationary,0.0,2,MMSI 970021700,other
970021740,stationary,0.0,2,MMSI 970021740,other
970021747,stationary,0.0,2,MMSI 970021747,other
970021767,stationary,0.0,2,MMSI 970021767,other
970021771,stationary,0.048,6,MMSI 970021771,other
970021830,stationary,0.013,2,MMSI 970021830,other
970021833,stationary,0.029,2,MMSI 970021833,other
970021855,stationary,0.0,2,MMSI 970021855,other
970021880,stationary,0.014,2,MMSI 970021880,other
970021935,stationary,0.014,2,MMSI 970021935,other
970021939,stationary,0.013,2,MMSI 970021939,other
970022097,stationary,0.004,2,MMSI 970022097,other
970022114,stationary,0.0,2,MMSI 970022114,other
970022124,stationary,0.0,2,MMSI 970022124,other
970022137,stationary,0.0,2,MMSI 970022137,other
970022208,stationary,0.0,2,MMSI 970022208,other
970022232,stationary,0.0,2,MMSI 970022232,other
970022239,stationary,0.005,2,MMSI 970022239,other
970022319,stationary,0.0,2,MMSI 970022319,other
970022338,stationary,0.0,2,MMSI 970022338,other
970022349,stationary,0.0,2,MMSI 970022349,other
970022350,stationary,0.0,2,MMSI 970022350,other
970022357,stationary,0.029,2,MMSI 970022357,other
970022364,stationary,0.0,2,MMSI 970022364,other
970022409,stationary,0.0,2,MMSI 970022409,other
970022445,stationary,0.0,2,MMSI 970022445,other
970022484,stationary,0.0,2,MMSI 970022484,other
970022531,stationary,0.0,2,MMSI 970022531,other
970022535,stationary,0.0,2,MMSI 970022535,other
970022539,stationary,0.022,2,MMSI 970022539,other
970022540,stationary,0.041,4,MMSI 970022540,other
970022604,stationary,0.106,2,MMSI 970022604,other
970022613,stationary,0.0,2,MMSI 970022613,other
970022696,stationary,0.0,2,MMSI 970022696,other
970022707,stationary,0.013,2,MMSI 970022707,other
970022708,stationary,0.0,2,MMSI 970022708,other
970022756,stationary,0.0,2,MMSI 970022756,other
970022793,stationary,0.0,2,MMSI 970022793,other
970022809,stationary,0.0,2,MMSI 970022809,other
970022815,stationary,0.0,2,MMSI 970022815,other
970022939,stationary,0.0,2,MMSI 970022939,other
970022991,stationary,0.013,4,MMSI 970022991,other
970022999,stationary,0.009,2,MMSI 970022999,other
970023002,stationary,0.022,2,MMSI 970023002,other
970023003,stationary,0.0,2,MMSI 970023003,other
970023010,stationary,0.038,2,MMSI 970023010,other
970023146,stationary,0.0,2,MMSI 970023146,other
970023147,stationary,0.0,2,MMSI 970023147,other
970023150,stationary,0.0,2,MMSI 970023150,other
970023227,stationary,0.0,2,MMSI 970023227,other
970023291,stationary,0.0,2,MMSI 970023291,other
970023299,stationary,0.0,2,MMSI 970023299,other
970023307,stationary,0.0,2,MMSI 970023307,other
970023321,stationary,0.0,2,MMSI 970023321,other
970023346,stationary,0.0,2,MMSI 970023346,other
970023351,stationary,0.0,2,MMSI 970023351,other
970023362,stationary,0.0,2,MMSI 970023362,other
970023383,stationary,0.0,2,MMSI 970023383,other
970023399,stationary,0.0,2,MMSI 970023399,other
970023402,stationary,0.0,2,MMSI 970023402,other
970023404,stationary,0.02,2,MMSI 970023404,other
970023477,stationary,0.0,2,MMSI 970023477,other
970023523,stationary,0.0,2,MMSI 970023523,other
970023555,stationary,0.0,2,MMSI 970023555,other
970023645,stationary,0.061,2,MMSI 970023645,other
970023650,stationary,0.0,2,MMSI 970023650,other
970023652,stationary,0.001,2,MMSI 970023652,other
970023653,stationary,0.0,2,MMSI 970023653,other
970023656,stationary,0.0,2,MMSI 970023656,other
970023735,stationary,0.017,2,MMSI 970023735,other
970023753,stationary,0.028,2,MMSI 970023753,other
970023757,stationary,0.0,2,MMSI 970023757,other
970024005,stationary,0.0,2,MMSI 970024005,other
970024024,stationary,0.01,2,MMSI 970024024,other
970024028,stationary,0.0,2,MMSI 970024028,other
970024488,stationary,0.07,4,MMSI 970024488,other
970024511,stationary,0.0,2,MMSI 970024511,other
970024517,stationary,0.0,2,MMSI 970024517,other
970024532,stationary,0.124,6,MMSI 970024532,other
970024550,stationary,0.0,2,MMSI 970024550,other
970024638,stationary,0.0,2,MMSI 970024638,other
970024665,stationary,0.01,2,MMSI 970024665,other
970024820,stationary,0.0,2,MMSI 970024820,other
970024924,stationary,0.0,2,MMSI 970024924,other
970024938,stationary,0.0,2,MMSI 970024938,other
970024944,stationary,0.0,2,MMSI 970024944,other
970025267,stationary,0.0,2,MMSI 970025267,other
970025280,stationary,0.083,2,MMSI 970025280,other
970025284,stationary,0.095,2,MMSI 970025284,other
970025307,stationary,0.0,2,MMSI 970025307,other
970025338,stationary,0.0,2,MMSI 970025338,other
970025339,stationary,0.011,2,MMSI 970025339,other
970025342,stationary,0.0,2,MMSI 970025342,other
970025515,stationary,0.0,2,MMSI 970025515,other
970025671,stationary,0.0,2,MMSI 970025671,other
970025672,stationary,0.023,2,MMSI 970025672,other
970025678,stationary,0.033,2,MMSI 970025678,other
970025796,stationary,0.0,2,MMSI 970025796,other
970025832,stationary,0.0,2,MMSI 970025832,other
970025841,stationary,0.006,2,MMSI 970025841,other
970025843,stationary,0.0,2,MMSI 970025843,other
970025906,stationary,0.0,2,MMSI 970025906,other
970025925,stationary,0.0,2,MMSI 970025925,other
970025937,stationary,0.0,2,MMSI 970025937,other
970026047,stationary,0.097,4,MMSI 970026047,other
970026063,stationary,0.001,2,MMSI 970026063,other
970026086,stationary,0.0,2,MMSI 970026086,other
970026092,stationary,0.003,2,MMSI 970026092,other
970026128,stationary,0.0,2,MMSI 970026128,other
970026138,stationary,0.0,2,MMSI 970026138,other
970026163,stationary,0.01,4,MMSI 970026163,other
970026167,stationary,0.0,2,MMSI 970026167,other
970026230,stationary,0.015,2,MMSI 970026230,other
970026254,stationary,0.0,2,MMSI 970026254,other
970026278,stationary,0.046,2,MMSI 970026278,other
970026336,stationary,0.0,2,MMSI 970026336,other
970026345,stationary,0.0,2,MMSI 970026345,other
970026388,stationary,0.0,2,MMSI 970026388,other
970026394,stationary,0.0,2,MMSI 970026394,other
970026528,stationary,0.0,2,MMSI 970026528,other
970026560,stationary,0.0,2,MMSI 970026560,other
970026583,stationary,0.055,4,MMSI 970026583,other
970026676,stationary,0.0,2,MMSI 970026676,other
970026694,stationary,0.0,2,MMSI 970026694,other
970026770,stationary,0.0,2,MMSI 970026770,other
970026779,stationary,0.0,2,MMSI 970026779,other
970026780,stationary,0.0,2,MMSI 970026780,other
970026959,stationary,0.0,2,MMSI 970026959,other
970026979,stationary,0.0,2,MMSI 970026979,other
970027091,stationary,0.0,2,MMSI 970027091,other
970027096,stationary,0.014,2,MMSI 970027096,other
970027099,stationary,0.02,2,MMSI 970027099,other
970027153,stationary,0.0,2,MMSI 970027153,other
970027216,stationary,0.0,2,MMSI 970027216,other
970027223,stationary,0.0,2,MMSI 970027223,other
970027443,stationary,0.0,2,MMSI 970027443,other
970027465,stationary,0.0,2,MMSI 970027465,other
970027629,stationary,0.121,2,MMSI 970027629,other
970027666,stationary,0.0,2,MMSI 970027666,other
970027669,stationary,0.022,2,MMSI 970027669,other
970027680,stationary,0.029,8,MMSI 970027680,other
970027683,stationary,0.0,2,MMSI 970027683,other
970027685,stationary,0.0,2,MMSI 970027685,other
970027696,stationary,0.0,2,MMSI 970027696,other
970027745,stationary,0.051,6,MMSI 970027745,other
970027849,stationary,0.0,2,MMSI 970027849,other
970027901,stationary,0.0,2,MMSI 970027901,other
970027904,stationary,0.0,2,MMSI 970027904,other
970027908,stationary,0.0,2,MMSI 970027908,other
970027945,stationary,0.0,2,MMSI 970027945,other
970028042,stationary,0.0,2,MMSI 970028042,other
970028075,stationary,0.0,2,MMSI 970028075,other
970028076,stationary,0.0,2,MMSI 970028076,other
970028082,stationary,0.0,2,MMSI 970028082,other
970028088,stationary,0.0,2,MMSI 970028088,other
970028118,stationary,0.0,2,MMSI 970028118,other
970028152,stationary,0.053,2,MMSI 970028152,other
970028177,stationary,0.0,2,MMSI 970028177,other
970028227,stationary,0.0,2,MMSI 970028227,other
970028229,stationary,0.0,2,MMSI 970028229,other
970028232,stationary,0.006,2,MMSI 970028232,other
970028236,stationary,0.0,2,MMSI 970028236,other
970028241,stationary,0.005,2,MMSI 970028241,other
970028487,stationary,0.0,2,MMSI 970028487,other
970028565,stationary,0.006,2,MMSI 970028565,other
970028791,stationary,0.0,2,MMSI 970028791,other
970028830,stationary,0.049,2,MMSI 970028830,other
970029095,stationary,0.0,2,MMSI 970029095,other
970029120,stationary,0.0,2,MMSI 970029120,other
970029128,stationary,0.0,2,MMSI 970029128,other
970029180,stationary,0.0,2,MMSI 970029180,other
970029266,stationary,0.014,2,MMSI 970029266,other
970029270,stationary,0.0,2,MMSI 970029270,other
970029271,stationary,0.0,2,MMSI 970029271,other
970029275,stationary,0.002,2,MMSI 970029275,other
970029282,stationary,0.0,2,MMSI 970029282,other
970029324,stationary,0.0,2,MMSI 970029324,other
970029326,stationary,0.0,2,MMSI 970029326,other
970029343,stationary,0.0,2,MMSI 970029343,other
970029349,stationary,0.0,2,MMSI 970029349,other
970029395,stationary,0.0,2,MMSI 970029395,other
970029467,stationary,0.0,2,MMSI 970029467,other
970029601,stationary,0.0,2,MMSI 970029601,other
970029617,stationary,0.053,10,MMSI 970029617,other
970029622,stationary,0.0,2,MMSI 970029622,other
970029730,stationary,0.0,2,MMSI 970029730,other
970029735,stationary,0.0,2,MMSI 970029735,other
970029756,stationary,0.0,2,MMSI 970029756,other
970030084,stationary,0.0,2,MMSI 970030084,other
970030238,stationary,0.031,2,MMSI 970030238,other
970030267,stationary,0.0,2,MMSI 970030267,other
970030311,stationary,0.0,2,MMSI 970030311,other
970030323,stationary,0.0,2,MMSI 970030323,other
970030779,stationary,0.0,2,MMSI 970030779,other
970030980,stationary,0.0,2,MMSI 970030980,other
970031601,stationary,0.0,2,MMSI 970031601,other
970031723,stationary,0.0,2,MMSI 970031723,other
970031724,stationary,0.0,2,MMSI 970031724,other
970031753,stationary,0.0,2,MMSI 970031753,other
970031822,stationary,0.0,2,MMSI 970031822,other
970031892,stationary,0.125,4,MMSI 970031892,other
970031902,stationary,0.0,2,MMSI 970031902,other
970031906,stationary,0.05,4,MMSI 970031906,other
970032072,stationary,0.003,2,MMSI 970032072,other
970032084,stationary,0.0,2,MMSI 970032084,other
970032086,stationary,0.003,2,MMSI 970032086,other
970032090,stationary,0.0,2,MMSI 970032090,other
970032108,stationary,0.008,2,MMSI 970032108,other
970032139,stationary,0.013,2,MMSI 970032139,other
970032271,stationary,0.0,2,MMSI 970032271,other
970032278,stationary,0.0,2,MMSI 970032278,other
970032281,stationary,0.0,2,MMSI 970032281,other
970032296,stationary,0.0,2,MMSI 970032296,other
970032299,stationary,0.0,2,MMSI 970032299,other
970032456,stationary,0.0,2,MMSI 970032456,other
970032457,stationary,0.017,2,MMSI 970032457,other
970032458,stationary,0.0,2,MMSI 970032458,other
970032552,stationary,0.0,2,MMSI 970032552,other
970032656,stationary,0.0,2,MMSI 970032656,other
970032740,stationary,0.013,2,MMSI 970032740,other
970032772,stationary,0.0,2,MMSI 970032772,other
970032887,stationary,0.0,2,MMSI 970032887,other
970033035,stationary,0.0,2,MMSI 970033035,other
970033138,stationary,0.0,2,MMSI 970033138,other
970033551,stationary,0.027,4,MMSI 970033551,other
970033558,stationary,0.0,2,MMSI 970033558,other
970033731,stationary,0.0,2,MMSI 970033731,other
970033960,stationary,0.0,2,MMSI 970033960,other
970033977,stationary,0.0,2,MMSI 970033977,other
970034137,stationary,0.003,2,MMSI 970034137,other
970034291,stationary,0.0,2,MMSI 970034291,other
970034524,stationary,0.0,2,MMSI 970034524,other
970034868,stationary,0.0,2,MMSI 970034868,other
970034869,stationary,0.021,2,MMSI 970034869,other
970035134,stationary,0.0,2,MMSI 970035134,other
970035170,stationary,0.0,2,MMSI 970035170,other
970035197,stationary,0.0,2,MMSI 970035197,other
970035342,stationary,0.0,2,MMSI 970035342,other
970035377,stationary,0.0,2,MMSI 970035377,other
970035897,stationary,0.0,2,MMSI 970035897,other
970036200,stationary,0.0,2,MMSI 970036200,other
970036289,stationary,0.026,2,MMSI 970036289,other
970036324,stationary,0.006,2,MMSI 970036324,other
970036397,stationary,0.0,2,MMSI 970036397,other
970036399,stationary,0.0,2,MMSI 970036399,other
970036639,stationary,0.0,2,MMSI 970036639,other
970037246,stationary,0.0,2,MMSI 970037246,other
970037259,stationary,0.0,2,MMSI 970037259,other
970037737,stationary,0.002,2,MMSI 970037737,other
970110028,stationary,0.0,2,MMSI 970110028,other
970110034,stationary,0.021,2,MMSI 970110034,other
970110044,stationary,0.0,2,MMSI 970110044,other
970110065,stationary,0.0,2,MMSI 970110065,other
970110079,stationary,0.042,2,MMSI 970110079,other
970110081,stationary,0.015,2,MMSI 970110081,other
970110103,stationary,0.041,2,MMSI 970110103,other
970110155,stationary,0.0,2,MMSI 970110155,other
970110471,stationary,0.004,2,MMSI 970110471,other
970110722,stationary,0.0,2,MMSI 970110722,other
970110727,stationary,0.0,2,MMSI 970110727,other
970110766,stationary,0.026,2,MMSI 970110766,other
970110802,stationary,0.019,4,MMSI 970110802,other
970110948,stationary,0.0,2,MMSI 970110948,other
970111004,stationary,0.009,2,Aarsleff 30,other
970111005,stationary,0.01,2,Aarsleff 31,other
970111011,stationary,0.024,2,MMSI 970111011,other
970111081,stationary,0.03,2,MMSI 970111081,other
970111115,stationary,0.052,2,MMSI 970111115,other
970111536,stationary,0.0,2,MMSI 970111536,other
970111570,stationary,0.0,2,MMSI 970111570,other
970111851,stationary,0.0,2,MMSI 970111851,other
970112347,stationary,0.007,2,MMSI 970112347,other
970112475,stationary,0.196,4,MMSI 970112475,other
970112551,stationary,0.002,2,MMSI 970112551,other
970112648,stationary,0.128,4,MMSI 970112648,other
970112653,stationary,0.0,2,MMSI 970112653,other
970112656,stationary,0.006,2,MMSI 970112656,other
970112672,stationary,0.0,2,MMSI 970112672,other
970112850,stationary,0.0,2,MMSI 970112850,other
970112871,stationary,0.101,4,MMSI 970112871,other
970113171,stationary,0.0,2,MMSI 970113171,other
970113179,stationary,0.0,2,MMSI 970113179,other
970113194,stationary,0.0,2,MMSI 970113194,other
970113294,stationary,0.029,2,MMSI 970113294,other
970113455,stationary,0.033,2,MMSI 970113455,other
970113505,stationary,0.012,2,MMSI 970113505,other
970113611,stationary,0.0,2,MMSI 970113611,other
970113720,stationary,0.0,2,MMSI 970113720,other
970113732,stationary,0.0,2,MMSI 970113732,other
970113871,stationary,0.0,2,MMSI 970113871,other
970113881,stationary,0.0,2,MMSI 970113881,other
970114122,stationary,0.0,2,MMSI 970114122,other
970114206,stationary,0.0,2,MMSI 970114206,other
970114222,stationary,0.048,2,MMSI 970114222,other
970114318,stationary,0.0,2,MMSI 970114318,other
970114383,stationary,0.0,2,MMSI 970114383,other
970114678,stationary,0.029,2,MMSI 970114678,other
970115017,stationary,0.0,2,MMSI 970115017,other
970115135,stationary,0.012,2,MMSI 970115135,other
970115181,stationary,0.0,2,MMSI 970115181,other
970115280,stationary,0.004,4,MMSI 970115280,other
970115330,stationary,0.0,2,MMSI 970115330,other
970115396,stationary,0.0,2,MMSI 970115396,other
970115422,stationary,0.007,4,MMSI 970115422,other
970115469,stationary,0.0,2,MMSI 970115469,other
970115631,stationary,0.0,2,MMSI 970115631,other
970115642,stationary,0.0,2,MMSI 970115642,other
970115670,stationary,0.009,2,MMSI 970115670,other
970115707,stationary,0.008,2,MMSI 970115707,other
970115761,stationary,0.0,2,MMSI 970115761,other
970115778,stationary,0.0,2,MMSI 970115778,other
970115840,stationary,0.005,2,MMSI 970115840,other
970115945,stationary,0.017,2,MMSI 970115945,other
970116157,stationary,0.0,2,MMSI 970116157,other
970116534,stationary,0.062,2,MMSI 970116534,other
970116746,stationary,0.0,2,MMSI 970116746,other
970116969,stationary,0.0,2,MMSI 970116969,other
970117084,stationary,0.0,2,MMSI 970117084,other
970117206,stationary,0.0,2,MMSI 970117206,other
970117239,stationary,0.0,2,MMSI 970117239,other
970117258,stationary,0.0,2,MMSI 970117258,other
970117310,stationary,0.0,2,MMSI 970117310,other
970117312,stationary,0.032,2,MMSI 970117312,other
970117319,stationary,0.0,2,MMSI 970117319,other
970117385,stationary,0.0,2,MMSI 970117385,other
970117394,stationary,0.019,2,MMSI 970117394,other
970117408,stationary,0.032,2,MMSI 970117408,other
970117431,stationary,0.0,2,MMSI 970117431,other
970117444,stationary,0.0,2,MMSI 970117444,other
970117485,stationary,0.0,2,MMSI 970117485,other
970117504,stationary,0.0,2,MMSI 970117504,other
970117511,stationary,0.013,2,MMSI 970117511,other
970117653,stationary,0.032,2,MMSI 970117653,other
970117676,stationary,0.0,2,MMSI 970117676,other
970117705,stationary,0.0,2,MMSI 970117705,other
970117707,stationary,0.0,2,MMSI 970117707,other
970117709,stationary,0.015,2,MMSI 970117709,other
970117711,stationary,0.021,2,MMSI 970117711,other
970117726,stationary,0.0,2,MMSI 970117726,other
970117742,stationary,0.0,2,MMSI 970117742,other
970117799,stationary,0.0,2,MMSI 970117799,other
970117858,stationary,0.0,2,MMSI 970117858,other
970117877,stationary,0.058,4,MMSI 970117877,other
970117878,stationary,0.0,2,MMSI 970117878,other
970117982,stationary,0.155,4,MMSI 970117982,other
970117986,stationary,0.0,2,MMSI 970117986,other
970117987,stationary,0.0,2,MMSI 970117987,other
970118189,stationary,0.006,2,MMSI 970118189,other
970118251,stationary,0.0,2,MMSI 970118251,other
970118279,stationary,0.0,2,MMSI 970118279,other
970118349,stationary,0.0,2,MMSI 970118349,other
970118364,stationary,0.024,2,MMSI 970118364,other
970118372,stationary,0.0,2,MMSI 970118372,other
970118375,stationary,0.0,2,MMSI 970118375,other
970118390,stationary,0.0,2,MMSI 970118390,other
970118396,stationary,0.0,2,MMSI 970118396,other
970118428,stationary,0.0,2,MMSI 970118428,other
970118455,stationary,0.0,2,MMSI 970118455,other
970118456,stationary,0.0,2,MMSI 970118456,other
970118473,stationary,0.0,2,MMSI 970118473,other
970118521,stationary,0.0,2,MMSI 970118521,other
970118558,stationary,0.012,2,MMSI 970118558,other
970118565,stationary,0.0,2,MMSI 970118565,other
970118571,stationary,0.0,2,MMSI 970118571,other
970118609,stationary,0.0,2,MMSI 970118609,other
970118639,stationary,0.0,2,MMSI 970118639,other
970118657,stationary,0.019,2,MMSI 970118657,other
970118708,stationary,0.0,2,MMSI 970118708,other
970118748,stationary,0.0,2,MMSI 970118748,other
970118768,stationary,0.0,2,MMSI 970118768,other
970118777,stationary,0.018,4,MMSI 970118777,other
970118885,stationary,0.022,2,MMSI 970118885,other
970118959,stationary,0.0,2,MMSI 970118959,other
970118963,stationary,0.0,2,MMSI 970118963,other
970119030,stationary,0.0,2,MMSI 970119030,other
970119053,stationary,0.0,2,MMSI 970119053,other
970119064,stationary,0.0,2,MMSI 970119064,other
970119097,stationary,0.0,2,MMSI 970119097,other
970119116,stationary,0.0,2,MMSI 970119116,other
970119125,stationary,0.0,2,MMSI 970119125,other
970119127,stationary,0.0,2,MMSI 970119127,other
970119185,stationary,0.02,2,MMSI 970119185,other
970119205,stationary,0.021,2,MMSI 970119205,other
970119215,stationary,0.015,2,MMSI 970119215,other
970119217,stationary,0.0,2,MMSI 970119217,other
970119218,stationary,0.0,2,MMSI 970119218,other
970119260,stationary,0.004,2,MMSI 970119260,other
970119272,stationary,0.0,2,MMSI 970119272,other
970119462,stationary,0.003,2,MMSI 970119462,other
970119480,stationary,0.0,2,MMSI 970119480,other
970119497,stationary,0.0,2,MMSI 970119497,other
970119548,stationary,0.017,2,MMSI 970119548,other
970119570,stationary,0.0,2,MMSI 970119570,other
970119719,stationary,0.0,2,MMSI 970119719,other
970119739,stationary,0.0,2,MMSI 970119739,other
970119753,stationary,0.0,2,MMSI 970119753,other
970119767,stationary,0.027,2,MMSI 970119767,other
970119776,stationary,0.036,4,MMSI 970119776,other
970119778,stationary,0.0,2,MMSI 970119778,other
970119791,stationary,0.008,2,MMSI 970119791,other
970119800,stationary,0.007,2,MMSI 970119800,other
970119801,stationary,0.0,2,MMSI 970119801,other
970119822,stationary,0.0,2,MMSI 970119822,other
970119834,stationary,0.003,2,MMSI 970119834,other
970119865,stationary,0.056,4,MMSI 970119865,other
970119940,stationary,0.0,2,MMSI 970119940,other
970160280,stationary,0.004,2,MMSI 970160280,other
970160316,stationary,0.006,2,MMSI 970160316,other
970160398,stationary,0.001,2,MMSI 970160398,other
970170043,stationary,0.007,2,MMSI 970170043,other
970170124,stationary,0.001,2,MMSI 970170124,other
970170130,stationary,0.003,2,MMSI 970170130,other
970170144,stationary,0.009,2,MMSI 970170144,other
970170175,stationary,0.001,2,MMSI 970170175,other
970170209,stationary,0.007,2,MMSI 970170209,other
970170253,stationary,0.001,2,MMSI 970170253,other
970170303,stationary,0.004,2,MMSI 970170303,other
970170377,stationary,0.003,2,MMSI 970170377,other
970170386,stationary,0.003,2,MMSI 970170386,other
970170387,stationary,0.029,2,MMSI 970170387,other
970170518,stationary,0.0,2,MMSI 970170518,other
970170559,stationary,0.0,2,MMSI 970170559,other
970170733,stationary,0.016,2,MMSI 970170733,other
970170801,stationary,0.002,2,MMSI 970170801,other
970170919,stationary,0.001,2,MMSI 970170919,other
970171155,stationary,0.026,2,MMSI 970171155,other
970171171,stationary,0.001,2,MMSI 970171171,other
970171228,stationary,0.009,2,MMSI 970171228,other
970171620,stationary,0.005,2,MMSI 970171620,other
970171623,stationary,0.004,2,MMSI 970171623,other
970171626,stationary,0.008,2,MMSI 970171626,other
970171657,stationary,0.002,2,MMSI 970171657,other
970171678,stationary,0.011,2,MMSI 970171678,other
970171734,stationary,0.006,2,MMSI 970171734,other
970171738,stationary,0.006,2,MMSI 970171738,other
970171786,stationary,0.032,2,MMSI 970171786,other
970172037,stationary,0.028,2,MMSI 970172037,other
970172048,stationary,0.002,2,MMSI 970172048,other
970172061,stationary,0.011,2,MMSI 970172061,other
970172062,stationary,0.006,2,MMSI 970172062,other
970172174,stationary,0.056,4,MMSI 970172174,other
970172234,stationary,0.018,2,MMSI 970172234,other
970172244,stationary,0.0,2,MMSI 970172244,other
970172246,stationary,0.012,2,MMSI 970172246,other
970172329,stationary,0.007,4,MMSI 970172329,other
970172504,stationary,0.013,2,MMSI 970172504,other
970172512,stationary,0.012,2,MMSI 970172512,other
970172515,stationary,0.044,2,MMSI 970172515,other
970172530,stationary,0.062,2,MMSI 970172530,other
970172628,stationary,0.013,2,MMSI 970172628,other
970172764,stationary,0.008,2,MMSI 970172764,other
970172787,stationary,0.042,6,MMSI 970172787,other
970172956,stationary,0.011,2,MMSI 970172956,other
970172997,stationary,0.009,2,MMSI 970172997,other
970173092,stationary,0.139,2,MMSI 970173092,other
970173148,stationary,0.026,2,MMSI 970173148,other
970173156,stationary,0.065,2,MMSI 970173156,other
970173172,stationary,0.037,2,MMSI 970173172,other
970173258,stationary,0.0,2,MMSI 970173258,other
970173261,stationary,0.007,2,MMSI 970173261,other
970173350,stationary,0.001,2,MMSI 970173350,other
970173370,stationary,0.022,2,MMSI 970173370,other
970173374,stationary,0.043,2,MMSI 970173374,other
970173428,stationary,0.019,2,MMSI 970173428,other
970173535,stationary,0.013,2,MMSI 970173535,other
970173605,stationary,0.0,2,MMSI 970173605,other
970173867,stationary,0.002,2,MMSI 970173867,other
970173869,stationary,0.004,2,MMSI 970173869,other
970173896,stationary,0.109,4,MMSI 970173896,other
970173918,stationary,0.076,2,MMSI 970173918,other
970173961,stationary,0.011,2,MMSI 970173961,other
970174155,stationary,0.065,2,MMSI 970174155,other
970174198,stationary,0.0,2,MMSI 970174198,other
970174440,stationary,0.011,2,MMSI 970174440,other
970174513,stationary,0.008,2,MMSI 970174513,other
970174518,stationary,0.002,2,MMSI 970174518,other
970174541,stationary,0.048,2,MMSI 970174541,other
970174588,stationary,0.056,2,MMSI 970174588,other
970174751,stationary,0.03,2,MMSI 970174751,other
970174881,stationary,0.004,2,MMSI 970174881,other
970175015,stationary,0.107,6,MMSI 970175015,other
970175017,stationary,0.004,2,MMSI 970175017,other
970175079,stationary,0.114,4,MMSI 970175079,other
970175156,stationary,0.001,2,MMSI 970175156,other
970175455,stationary,0.029,2,MMSI 970175455,other
970175692,stationary,0.002,2,MMSI 970175692,other
970175699,stationary,0.003,2,MMSI 970175699,other
970175934,stationary,0.011,2,MMSI 970175934,other
970175970,stationary,0.008,2,MMSI 970175970,other
970175971,stationary,0.004,2,MMSI 970175971,other
970175973,stationary,0.005,2,MMSI 970175973,other
970176311,stationary,0.018,2,MMSI 970176311,other
970176368,stationary,0.0,2,MMSI 970176368,other
970176414,stationary,0.002,2,MMSI 970176414,other
970176458,stationary,0.081,2,MMSI 970176458,other
970176550,stationary,0.009,2,MMSI 970176550,other
970176552,stationary,0.035,2,MMSI 970176552,other
970176782,stationary,0.08,2,MMSI 970176782,other
970176860,stationary,0.085,2,MMSI 970176860,other
970177172,stationary,0.057,2,MMSI 970177172,other
970178021,stationary,0.048,2,MMSI 970178021,other
970178037,stationary,0.001,2,MMSI 970178037,other
970178041,stationary,0.013,2,MMSI 970178041,other
970178098,stationary,0.001,2,MMSI 970178098,other
970178110,stationary,0.005,2,MMSI 970178110,other
970178128,stationary,0.005,2,MMSI 970178128,other
970178155,stationary,0.001,2,MMSI 970178155,other
970178241,stationary,0.001,2,MMSI 970178241,other
970178256,stationary,0.018,2,MMSI 970178256,other
970178273,stationary,0.009,2,MMSI 970178273,other
970178276,stationary,0.001,2,MMSI 970178276,other
970178281,stationary,0.036,4,MMSI 970178281,other
970178282,stationary,0.0,2,MMSI 970178282,other
970178310,stationary,0.003,2,MMSI 970178310,other
970178316,stationary,0.008,2,MMSI 970178316,other
970178376,stationary,0.001,2,MMSI 970178376,other
970178380,stationary,0.008,2,MMSI 970178380,other
970178413,stationary,0.018,2,MMSI 970178413,other
970178450,stationary,0.008,2,MMSI 970178450,other
970178494,stationary,0.001,2,MMSI 970178494,other
970178497,stationary,0.001,2,MMSI 970178497,other
970178501,stationary,0.006,2,MMSI 970178501,other
970178530,stationary,0.0,2,MMSI 970178530,other
970178532,stationary,0.0,2,MMSI 970178532,other
970178611,stationary,0.004,2,MMSI 970178611,other
970178664,stationary,0.001,2,MMSI 970178664,other
970178772,stationary,0.012,2,MMSI 970178772,other
970178781,stationary,0.0,2,MMSI 970178781,other
970178808,stationary,0.003,2,MMSI 970178808,other
970178936,stationary,0.0,2,MMSI 970178936,other
970178946,stationary,0.03,2,MMSI 970178946,other
970179104,stationary,0.011,2,MMSI 970179104,other
970179126,stationary,0.006,2,MMSI 970179126,other
970179213,stationary,0.001,2,MMSI 970179213,other
970179315,stationary,0.086,2,MMSI 970179315,other
970179364,stationary,0.013,2,MMSI 970179364,other
970179378,stationary,0.006,2,MMSI 970179378,other
970179422,stationary,0.052,6,MMSI 970179422,other
970179493,stationary,0.009,2,MMSI 970179493,other
970179506,stationary,0.016,2,MMSI 970179506,other
970179513,stationary,0.001,2,MMSI 970179513,other
