incident_id,vessel_mmsi,vessel_name,vessel_type,signal_type,signal_date_utc,lat,lon,sar_confidence,gap_hours,gap_start_utc,gap_end_utc,details
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43005,15.29431,0.964,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.0 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42991,15.26055,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42749,15.29951,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42786,15.51536,0.951,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 15.2 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42756,15.2916,0.937,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.3 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42632,15.3061,0.953,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.5 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42566,15.30493,0.963,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.6 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42522,15.51213,0.934,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 15.1 km. Peak SCR proxy confidence: 0.93.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42478,15.31174,0.974,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.8 km. Peak SCR proxy confidence: 0.97.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42112,15.31665,0.959,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.2 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42017,15.32185,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.42031,15.31709,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41995,15.52781,0.989,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 16.3 km. Peak SCR proxy confidence: 0.99.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41965,15.5188,0.939,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 15.8 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41731,15.32954,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.9 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41943,15.31541,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41819,15.31599,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41812,15.32039,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.6 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41812,15.32214,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41833,15.53755,0.955,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 16.5 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41819,15.31475,0.99,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.5 km. Peak SCR proxy confidence: 0.99.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41775,15.33789,0.969,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.1 km. Peak SCR proxy confidence: 0.97.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41636,15.34236,0.936,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.3 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41628,15.33086,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41262,15.34185,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4146,15.51821,0.965,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 16.0 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41453,15.32859,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41335,15.33745,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.41021,15.34521,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4094,15.3458,0.944,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.1 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40918,15.34192,0.983,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.0 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4083,15.34734,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40669,15.35393,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.6 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40698,15.34749,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40698,15.34939,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40581,15.35107,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.6 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40508,15.37722,0.944,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.6 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40442,15.35583,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 8.9 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40347,15.35796,0.954,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.1 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40273,15.37488,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40244,15.35898,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40259,15.36243,0.934,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.3 km. Peak SCR proxy confidence: 0.93.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40171,15.35942,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4012,15.35957,0.993,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.3 km. Peak SCR proxy confidence: 0.99.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.40083,15.37209,0.994,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 9.8 km. Peak SCR proxy confidence: 0.99.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.39321,15.38037,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.8 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.3927,15.36484,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.39233,15.36506,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.39153,15.36536,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.39116,15.38308,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 11.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.39109,15.36646,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.3908,15.40527,0.956,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 11.9 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.38948,15.37166,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.8 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.38911,15.37349,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 10.9 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.3782,15.41099,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 13.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.37864,15.4085,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 13.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.37776,15.41472,0.953,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 13.4 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.36208,15.2533,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.36157,15.25974,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 6.5 km. Peak SCR proxy confidence: 1.00.
